,cpi_id,lawmaker_id,lawmaker,state,body,district,employer_business_interest,industry,disclosure_report,party
136,136,21777041,Anthony Daniels,AL,HOUSE,53,DANIELS & GILLESPIE GROUP,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3925172-AL-DANIELS-ANTHONY,Democratic
137,137,12997514,Randy Davis,AL,HOUSE,96,DAPHNE UNITED METHODIST CHURCH,CLERGY,https://apps.publicintegrity.org/disclosure/documents/3925176-AL-DAVIS-RANDY,Republican
138,138,6381436,Gerald Dial,AL,SENATE,13,,NONE,https://apps.publicintegrity.org/disclosure/documents/3925178-AL-DIAL-GERALD,Republican
139,139,12997397,Dickie Drake,AL,HOUSE,45,,NONE,https://apps.publicintegrity.org/disclosure/documents/3925180-AL-DRAKE-DICKIE,Republican
140,140,21857726,Barbara Drummond,AL,HOUSE,103,B-INSPIRED MARKETING AND CONSULTING INC.,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3925181-AL-DRUMMOND-BARBARA,Democratic
141,141,6372120,Priscilla Dunn,AL,SENATE,19,JEFFERSON COUNTY COMMISSION,CIVIL SERVANTS/PUBLIC OFFICIALS,https://apps.publicintegrity.org/disclosure/documents/3925183-AL-DUNN-PRISCILLA,Democratic
142,142,6483126,Christopher England,AL,HOUSE,70,CITY OF TUSCALOOSA,CIVIL SERVANTS/PUBLIC OFFICIALS,https://apps.publicintegrity.org/disclosure/documents/3925185-AL-ENGLAND-CHRISTOPHER-JOHN,Not in Open States
143,143,12997334,Allen Farley,AL,HOUSE,15,,NONE,https://apps.publicintegrity.org/disclosure/documents/3925187-AL-FARLEY-ALLEN,Republican
144,144,21529724,David Faulkner,AL,HOUSE,46,CHRISTIAN & SMALL LAW FIRM,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3925188-AL-FAULKNER-DAVID,Republican
145,145,6583917,Joe Sr Faust,AL,HOUSE,94,,NONE,https://apps.publicintegrity.org/disclosure/documents/3925192-AL-FAUST-SR-JOE,Not in Open States
146,146,13011051,Vivian Figures,AL,SENATE,33,FIGURES LEGACY EDUCATION FOUNDATION INC.,NONPROFIT INSTITUTIONS,https://apps.publicintegrity.org/disclosure/documents/3925194-AL-FIGURES-VIVIAN-DAVIS,Not in Open States
147,147,13011051,Vivian Figures,AL,SENATE,33,JACKSON STATE UNIVERSITY,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3925194-AL-FIGURES-VIVIAN-DAVIS,Not in Open States
148,148,13011051,Vivian Figures,AL,SENATE,33,JSA ENTERPRISES INC.,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925194-AL-FIGURES-VIVIAN-DAVIS,Not in Open States
149,149,12997381,Robert Fincher,AL,HOUSE,37,,NONE,https://apps.publicintegrity.org/disclosure/documents/3925197-AL-FINCHER-ROBERT-BOB,Not in Open States
150,150,12410684,Craig Ford,AL,HOUSE,28,HODGES-FORD INSURANCE AGENCY,INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3925200-AL-FORD-CRAIG,Democratic
151,151,12410684,Craig Ford,AL,HOUSE,28,THE NEW MESSENGER NEWSPAPER,PRINTING & PUBLISHING,https://apps.publicintegrity.org/disclosure/documents/3925200-AL-FORD-CRAIG,Democratic
152,152,6505248,Berry Forte,AL,HOUSE,84,,NONE,https://apps.publicintegrity.org/disclosure/documents/3925203-AL-FORTE-BERRY,Democratic
153,153,21530421,Matt Fridy,AL,HOUSE,73,"WALLACE, JORDAN, RATLIFF & BRANDT",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3925206-AL-FRIDY-MATT,Republican
154,154,21466360,Danny Garrett,AL,HOUSE,44,VULCAN STEEL PRODUCTS,BUILDING MATERIALS & EQUIPMENT,https://apps.publicintegrity.org/disclosure/documents/3925208-AL-GARRETT-DANNY,Republican
155,155,6569339,Victor Gaston,AL,HOUSE,100,DRISCOCK FARMS,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3925209-AL-GASTON-VICTOR,Republican
156,156,6569339,Victor Gaston,AL,HOUSE,100,LAND VISIONS,FORESTRY & FOREST PRODUCTS,https://apps.publicintegrity.org/disclosure/documents/3925209-AL-GASTON-VICTOR,Republican
157,157,6505164,Juandalynn Givan,AL,HOUSE,60,ALABAMA EDUCATION ASSOCIATION NETWORK ATTORNEY,PUBLIC SECTOR UNIONS,https://apps.publicintegrity.org/disclosure/documents/3925211-AL-GIVAN-JUANDALYNN-LEE-LEE,Democratic
158,158,6505164,Juandalynn Givan,AL,HOUSE,60,GIVAN AND ASSOCIATES LLC CONSULTING,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3925211-AL-GIVAN-JUANDALYNN-LEE-LEE,Democratic
159,159,6615615,Rusty Glover,AL,SENATE,34,,NONE,https://apps.publicintegrity.org/disclosure/documents/3925214-AL-GLOVER-RUSTY,Republican
160,160,6583953,Lynn Greer,AL,HOUSE,2,BELUE BUTLER GREER LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3925217-AL-GREER-LYNN,Republican
161,161,6583953,Lynn Greer,AL,HOUSE,2,CONSTRUCTION SERVICES LLC,GENERAL CONTRACTORS,https://apps.publicintegrity.org/disclosure/documents/3925217-AL-GREER-LYNN,Republican
162,162,6583953,Lynn Greer,AL,HOUSE,2,ELK RIVER MANAGEMENT LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925217-AL-GREER-LYNN,Republican
163,163,6583953,Lynn Greer,AL,HOUSE,2,GREER CONSTRUCTION LLC,GENERAL CONTRACTORS,https://apps.publicintegrity.org/disclosure/documents/3925217-AL-GREER-LYNN,Republican
164,164,6583953,Lynn Greer,AL,HOUSE,2,GREER INVESTMENTS LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925217-AL-GREER-LYNN,Republican
165,165,6583953,Lynn Greer,AL,HOUSE,2,GREER MANAGEMENT LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925217-AL-GREER-LYNN,Republican
166,166,12997488,Dexter Grimsley,AL,HOUSE,85,THERAPEUTIC RESOURCES,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925221-AL-GRIMSLEY-DEXTER,Democratic
167,167,6372809,Laura Hall,AL,HOUSE,19,,NONE,https://apps.publicintegrity.org/disclosure/documents/3925224-AL-HALL-LAURA,Democratic
168,168,6583967,Micky Hammon,AL,HOUSE,4,,NONE,https://apps.publicintegrity.org/disclosure/documents/3925226-AL-HAMMON-MICKY,Republican
169,169,21338974,James Jr Hanes,AL,HOUSE,23,"SELF, COMMERCIAL FISHERMAN",COMMERCIAL FISHING,https://apps.publicintegrity.org/disclosure/documents/3925229-AL-HANES-JR-JAMES-T-TOMMY,Not in Open States
170,170,21319088,Corey Harbison,AL,HOUSE,12,COREY HARBISON LAWNCARE,MISCELLANEOUS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3925232-AL-HARBISON-COREY,Republican
171,171,6471828,Alan Harper,AL,HOUSE,61,THE TEAL GROUP,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3925236-AL-HARPER-ALAN,Republican
172,172,6688213,Ed Henry,AL,HOUSE,9,LIGHTWIRE SOLUTIONS,COMPUTER EQUIPMENT & SERVICES,https://apps.publicintegrity.org/disclosure/documents/3925240-AL-HENRY-ED,Republican
173,173,6688213,Ed Henry,AL,HOUSE,9,MYGENETX MEDICAL LABORATORIES,HEALTH SERVICES,https://apps.publicintegrity.org/disclosure/documents/3925240-AL-HENRY-ED,Republican
174,174,16818825,William Hightower,AL,SENATE,35,LITTLE MONKEY TOES,RETAIL SALES,https://apps.publicintegrity.org/disclosure/documents/3925241-AL-HIGHTOWER-WILLIAM-CHARLES-BILL,Not in Open States
175,175,16818825,William Hightower,AL,SENATE,35,POINT CLEAR LLP,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925241-AL-HIGHTOWER-WILLIAM-CHARLES-BILL,Not in Open States
176,176,16818825,William Hightower,AL,SENATE,35,TOWER REALTY,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3925241-AL-HIGHTOWER-WILLIAM-CHARLES-BILL,Not in Open States
177,177,16818825,William Hightower,AL,SENATE,35,TOWER STRATEGIES,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3925241-AL-HIGHTOWER-WILLIAM-CHARLES-BILL,Not in Open States
178,178,16818825,William Hightower,AL,SENATE,35,WEE EXCHANGE,RETAIL SALES,https://apps.publicintegrity.org/disclosure/documents/3925241-AL-HIGHTOWER-WILLIAM-CHARLES-BILL,Not in Open States
179,179,21529729,Jim Hill,AL,HOUSE,50,JIM HILL LAW PC,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3925243-AL-HILL-JIM,Republican
180,180,6569724,Mike Hill,AL,HOUSE,41,CENTRAL STATE BANK,COMMERCIAL BANKS,https://apps.publicintegrity.org/disclosure/documents/3925245-AL-HILL-MIKE,Not in Open States
181,181,6373006,Jimmy Holley,AL,SENATE,31,SOUTHEAST PHARMACEUTICALS,PHARMACEUTICALS & HEALTH PRODUCTS,https://apps.publicintegrity.org/disclosure/documents/3925248-AL-HOLLEY-JIMMY-W,Republican
182,182,6381394,Alvin Holmes,AL,HOUSE,78,COMMON WEALTH CO.,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3925250-AL-HOLMES-ALVIN,Democratic
183,183,6381394,Alvin Holmes,AL,HOUSE,78,HOLMES REALTY CO.,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3925250-AL-HOLMES-ALVIN,Democratic
184,184,18912689,Mike Holmes,AL,HOUSE,31,HOLMES TREE FARM,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3925253-AL-HOLMES-MIKE,Republican
185,185,18912689,Mike Holmes,AL,HOUSE,31,HORIZON POOL SERVICES INC.,SPECIAL TRADE CONTRACTORS,https://apps.publicintegrity.org/disclosure/documents/3925253-AL-HOLMES-MIKE,Republican
186,186,6688439,Bill Holtzclaw,AL,SENATE,2,BALDRIDGE TRUST,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925256-AL-HOLTZCLAW-BILL,Republican
187,187,6688439,Bill Holtzclaw,AL,SENATE,2,CAT LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925256-AL-HOLTZCLAW-BILL,Republican
188,188,6688439,Bill Holtzclaw,AL,SENATE,2,MLD TRUST,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925256-AL-HOLTZCLAW-BILL,Republican
189,189,12997461,Ralph Howard,AL,HOUSE,72,HOWARD FARM,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3925259-AL-HOWARD-RALPH-A,Democratic
190,190,12997475,Mike Hubbard,AL,HOUSE,79,AUBURN NETWORK INC.,TV & MOVIE PRODUCTION/DISTRIBUTION,https://apps.publicintegrity.org/disclosure/documents/3925263-AL-HUBBARD-MIKE,Not in Open States
191,191,12997475,Mike Hubbard,AL,HOUSE,79,CRAFTMASTER PRINTERS INC.,PRINTING & PUBLISHING,https://apps.publicintegrity.org/disclosure/documents/3925263-AL-HUBBARD-MIKE,Not in Open States
192,192,6373114,Stephen Hurst,AL,HOUSE,35,ATLAS FENCE LLC,SPECIAL TRADE CONTRACTORS,https://apps.publicintegrity.org/disclosure/documents/3925267-AL-HURST-STEPHEN-STEVEN-W,Not in Open States
193,193,6373114,Stephen Hurst,AL,HOUSE,35,HAYNES STREET PAWN & GUN SHOP,PAYDAY/TITLE LOANS,https://apps.publicintegrity.org/disclosure/documents/3925267-AL-HURST-STEPHEN-STEVEN-W,Not in Open States
194,194,6373114,Stephen Hurst,AL,HOUSE,35,STEVE HURST FIREWORKS,CHEMICAL & RELATED MANUFACTURING,https://apps.publicintegrity.org/disclosure/documents/3925267-AL-HURST-STEPHEN-STEVEN-W,Not in Open States
195,195,21537002,Reed Ingram,AL,HOUSE,75,REED INGRAM MOTORS,AUTOMOTIVE,https://apps.publicintegrity.org/disclosure/documents/3925269-AL-INGRAM-REED,Republican
196,196,6373145,Thomas Jackson,AL,HOUSE,68,,NONE,https://apps.publicintegrity.org/disclosure/documents/3925272-AL-JACKSON-THOMAS-E-ACTION,Not in Open States
197,197,12997307,Ken Johnson,AL,HOUSE,7,GLOBAL SOURCING SERVICES INC.,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,https://apps.publicintegrity.org/disclosure/documents/3925274-AL-JOHNSON-KEN,Republican
198,198,12997307,Ken Johnson,AL,HOUSE,7,JOHNSON PROPERTIES V LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3925274-AL-JOHNSON-KEN,Republican
199,199,12997307,Ken Johnson,AL,HOUSE,7,TRINITY ADVISOR GROUP INC.,MISCELLANEOUS FINANCE,https://apps.publicintegrity.org/disclosure/documents/3925274-AL-JOHNSON-KEN,Republican
200,200,12997307,Ken Johnson,AL,HOUSE,7,WOODBURY FINANCIAL,MISCELLANEOUS FINANCE,https://apps.publicintegrity.org/disclosure/documents/3925274-AL-JOHNSON-KEN,Republican
201,201,12997375,Ronald Johnson,AL,HOUSE,33,,NONE,https://apps.publicintegrity.org/disclosure/documents/3925279-AL-JOHNSON-RONALD-G,Not in Open States
202,202,6688413,Mike Jr Jones,AL,HOUSE,92,"ANDALUSIA, MUNICIPAL JUDGE",CIVIL SERVANTS/PUBLIC OFFICIALS,https://apps.publicintegrity.org/disclosure/documents/3925282-AL-JONES-JR-MIKE,Not in Open States
203,203,6688413,Mike Jr Jones,AL,HOUSE,92,SOUTH ALABAMA LAW (LAW OFFICE OF MIKE JONES),LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3925282-AL-JONES-JR-MIKE,Not in Open States
204,204,6373393,John Knight,AL,HOUSE,77,,NONE,https://apps.publicintegrity.org/disclosure/documents/3925285-AL-KNIGHT-JOHN,Not in Open States
205,205,21777109,Kelvin Lawrence,AL,HOUSE,69,KELVIN DEVELOPING COMPANY,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925288-AL-LAWRENCE-KELVIN-J,Democratic
206,206,12997354,Nathaniel Ledbetter,AL,HOUSE,24,LEDBETTER PROPERTIES,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3925290-AL-LEDBETTER-NATHANIEL,Republican
207,207,12997354,Nathaniel Ledbetter,AL,HOUSE,24,MOUNTAIN VALLEY NEWS,PRINTING & PUBLISHING,https://apps.publicintegrity.org/disclosure/documents/3925290-AL-LEDBETTER-NATHANIEL,Republican
208,208,6697040,Paul Lee,AL,HOUSE,86,BBVA COMPASS,COMMERCIAL BANKS,https://apps.publicintegrity.org/disclosure/documents/3925293-AL-LEE-PAUL,Republican
209,209,6697040,Paul Lee,AL,HOUSE,86,WIREGRASSS REHABILITATION CENTER,HEALTH SERVICES,https://apps.publicintegrity.org/disclosure/documents/3925293-AL-LEE-PAUL,Republican
210,210,6373626,Richard Lindsey,AL,HOUSE,39,CHEROKEE GIN AND COTTON CO.,AGRICULTURAL SERVICES & PRODUCTS,https://apps.publicintegrity.org/disclosure/documents/3925296-AL-LINDSEY-RICHARD-J,Not in Open States
211,211,6373626,Richard Lindsey,AL,HOUSE,39,COOSA RIVER LAND CO.,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3925296-AL-LINDSEY-RICHARD-J,Not in Open States
212,212,6373626,Richard Lindsey,AL,HOUSE,39,FIRST SOUTHERN STATE BANK,COMMERCIAL BANKS,https://apps.publicintegrity.org/disclosure/documents/3925296-AL-LINDSEY-RICHARD-J,Not in Open States
213,213,6373626,Richard Lindsey,AL,HOUSE,39,LINDSEY BROS. INC.,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925296-AL-LINDSEY-RICHARD-J,Not in Open States
214,214,6373626,Richard Lindsey,AL,HOUSE,39,MORTON BEND FARMS LLC,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3925296-AL-LINDSEY-RICHARD-J,Not in Open States
215,215,6373626,Richard Lindsey,AL,HOUSE,39,OSCEOLA FARM LLC,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3925296-AL-LINDSEY-RICHARD-J,Not in Open States
216,216,21273364,Steve Livingston,AL,SENATE,8,FNB BANK,COMMERCIAL BANKS,https://apps.publicintegrity.org/disclosure/documents/3925299-AL-LIVINGSTON-STEVE,Republican
217,217,21273364,Steve Livingston,AL,SENATE,8,THE FUEL CENTER,OIL & GAS,https://apps.publicintegrity.org/disclosure/documents/3925299-AL-LIVINGSTON-STEVE,Republican
218,218,13011026,Del Marsh,AL,SENATE,12,INDUSTRIAL PLATING COMPANY,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,https://apps.publicintegrity.org/disclosure/documents/3925302-AL-MARSH-DEL,Republican
219,219,13011026,Del Marsh,AL,SENATE,12,WELLS FARGO,COMMERCIAL BANKS,https://apps.publicintegrity.org/disclosure/documents/3925302-AL-MARSH-DEL,Republican
220,220,13011026,Del Marsh,AL,SENATE,12,WENCOR,AIR TRANSPORT,https://apps.publicintegrity.org/disclosure/documents/3925302-AL-MARSH-DEL,Republican
221,221,12997390,James Martin,AL,HOUSE,42,MARTIN FUNERAL HOME INC.,MISCELLANEOUS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3925305-AL-MARTIN-JAMES-M-JIMMY,Not in Open States
222,222,12997458,Artis Mccampbell,AL,HOUSE,71,STATE FARM AGENCY,INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3925308-AL-MCCAMPBELL-ARTIS-A-J,Democratic
223,223,6373924,Thad Mcclammy,AL,HOUSE,76,CAPITAL REALTY,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3925312-AL-MCCLAMMY-THAD,Not in Open States
224,224,21273378,Jim Mcclendon,AL,SENATE,11,,NONE,https://apps.publicintegrity.org/disclosure/documents/3925314-AL-MCCLENDON-JIM,Not in Open States
225,225,6668522,Mac Mccutcheon,AL,HOUSE,25,PRACTICAL APPROACH CONSULTING LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925317-AL-MCCUTCHEON-MAC,Not in Open States
226,226,12997509,Steve Mcmillan,AL,HOUSE,95,JASON WILL REAL ESTATE,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3925321-AL-MCMILLAN-STEVE,Not in Open States
227,227,12997509,Steve Mcmillan,AL,HOUSE,95,MCMILLAN & ASSOC.,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3925321-AL-MCMILLAN-STEVE,Not in Open States
228,228,12997509,Steve Mcmillan,AL,HOUSE,95,MCMILLAN & MCMILLAN,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925321-AL-MCMILLAN-STEVE,Not in Open States
229,229,12997509,Steve Mcmillan,AL,HOUSE,95,MCMILLAN BROS. LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925321-AL-MCMILLAN-STEVE,Not in Open States
230,230,12997509,Steve Mcmillan,AL,HOUSE,95,U-STOR-IT,MISCELLANEOUS BUSINESS,https://apps.publicintegrity.org/disclosure/documents/3925321-AL-MCMILLAN-STEVE,Not in Open States
231,231,21273345,Tim Melson,AL,SENATE,1,SHOALS MEDICAL TRIALS,HOSPITALS & NURSING HOMES,https://apps.publicintegrity.org/disclosure/documents/3925324-AL-MELSON-TIM,Republican
232,232,12997452,Darrio Melton,AL,HOUSE,67,MODERE,RETAIL SALES,https://apps.publicintegrity.org/disclosure/documents/3925326-AL-MELTON-DARRIO,Not in Open States
233,233,6381384,Mike Millican,AL,HOUSE,17,DMJ MANAGEMENT LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925327-AL-MILLICAN-MIKE,Republican
234,234,6381384,Mike Millican,AL,HOUSE,17,DMJ PROPERTIES LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3925327-AL-MILLICAN-MIKE,Republican
235,235,6381384,Mike Millican,AL,HOUSE,17,JDM MANAGEMENT LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3925327-AL-MILLICAN-MIKE,Republican
236,236,6381384,Mike Millican,AL,HOUSE,17,JDM PROPERTIES LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3925327-AL-MILLICAN-MIKE,Republican
237,237,21455718,Arnold Mooney,AL,HOUSE,43,AMPLE ENERGY,OIL & GAS,https://apps.publicintegrity.org/disclosure/documents/3925329-AL-MOONEY-ARNOLD,Republican
238,238,21455718,Arnold Mooney,AL,HOUSE,43,SOUTHEAST COMMERICAL PROPERTIES LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3925329-AL-MOONEY-ARNOLD,Republican
239,239,12997504,Barry Moore,AL,HOUSE,91,BMI (BARRY MOORE INDUSTRIES),WASTE MANAGEMENT,https://apps.publicintegrity.org/disclosure/documents/3925332-AL-MOORE-BARRY,Republican
240,240,6381355,Mary Moore,AL,HOUSE,59,,NONE,https://apps.publicintegrity.org/disclosure/documents/3925333-AL-MOORE-MARY,Democratic
241,241,6973765,Johnny Morrow,AL,HOUSE,18,PEACHTREE HOTEL GROUP,LODGING & TOURISM,https://apps.publicintegrity.org/disclosure/documents/3925338-AL-MORROW-JOHNNY-MACK,Not in Open States
242,242,6973765,Johnny Morrow,AL,HOUSE,18,STONEHILL STRATEGY GROUP,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925338-AL-MORROW-JOHNNY-MACK,Not in Open States
243,243,6973765,Johnny Morrow,AL,HOUSE,18,SWAMP JOHNS,FOOD & BEVERAGE,https://apps.publicintegrity.org/disclosure/documents/3925338-AL-MORROW-JOHNNY-MACK,Not in Open States
244,244,6973765,Johnny Morrow,AL,HOUSE,18,THE CASH STORE,PAYDAY/TITLE LOANS,https://apps.publicintegrity.org/disclosure/documents/3925338-AL-MORROW-JOHNNY-MACK,Not in Open States
245,245,12997368,Becky Nordgren,AL,HOUSE,29,,NONE,https://apps.publicintegrity.org/disclosure/documents/3925341-AL-NORDGREN-BECKY,Republican
246,246,13010998,Arthur Orr,AL,SENATE,3,ALBANY PROPERTIES II LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3925344-AL-ORR-ARTHUR,Republican
247,247,13010998,Arthur Orr,AL,SENATE,3,ALBANY PROPERTIES LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3925344-AL-ORR-ARTHUR,Republican
248,248,13010998,Arthur Orr,AL,SENATE,3,COOKS PEST CONTROL,MISCELLANEOUS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3925344-AL-ORR-ARTHUR,Republican
249,249,13010998,Arthur Orr,AL,SENATE,3,HERITAGE TRUST LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925344-AL-ORR-ARTHUR,Republican
250,250,13010998,Arthur Orr,AL,SENATE,3,PARK TERRANCE LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925344-AL-ORR-ARTHUR,Republican
251,251,13010998,Arthur Orr,AL,SENATE,3,PSI (PETER SALES INC.),EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925344-AL-ORR-ARTHUR,Republican
252,252,12997346,Jim Patterson,AL,HOUSE,21,AJ'S FUEL CITY,OIL & GAS,https://apps.publicintegrity.org/disclosure/documents/3925348-AL-PATTERSON-JIM,Republican
253,253,12997346,Jim Patterson,AL,HOUSE,21,GOINS AND PATTERSON LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3925348-AL-PATTERSON-JIM,Republican
254,254,12997346,Jim Patterson,AL,HOUSE,21,HUNTER PATTERSON LLC,HEALTH PROFESSIONALS,https://apps.publicintegrity.org/disclosure/documents/3925348-AL-PATTERSON-JIM,Republican
255,255,12997346,Jim Patterson,AL,HOUSE,21,PATTERSON PROPERTY & MORTGAGES,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3925348-AL-PATTERSON-JIM,Republican
256,256,21273436,Phillip Pettus,AL,HOUSE,1,,NONE,https://apps.publicintegrity.org/disclosure/documents/3925352-AL-PETTUS-PHILLIP,Republican
257,257,6673703,Trip Pittman,AL,SENATE,32,ATLAS INC.,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925354-AL-PITTMAN-TRIP,Republican
258,258,6673703,Trip Pittman,AL,SENATE,32,EASTERN SHORES MATERIALS,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925354-AL-PITTMAN-TRIP,Republican
